text,index,section,completion
"Mary Berry - what's the icing on top of your Bakewell tart? It looks like horrid Mr Kipling, not something Derbyshire would recognise #GBBO",1193,tweet,1
"#Forgiveness might make us look #weak, but the weakest person is the one who holds #anger, #hatred, and #revenge.",1194,tweet,1
"@AnneMarieIAm Heard #alarm 1. time in Germany today #youFM, TG finally .. and far far too late. Germany always late w UK artists!!😡😠",1195,tweet,1
@Apolocreed4 What is even more shocking is that someone gave him a record deal! lol,1196,tweet,1
One more day tiff.. One more day!,1197,tweet,1
Stoked that the concept of 'label exclusivity' is becoming faux pas. Always believed it held artists back while creating label distrust,1198,tweet,1
So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking,1199,tweet,1
@deodevine6 i can't bully you and niall impossible😙,1200,tweet,1
@SomeonesAnIdiot @Sean10Lynagh  due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses.,1201,tweet,1
Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,1202,tweet,1
my haters are like crickets. they chirp all day but when I walk past them they shut the fuck up.- @DritaDavanzo (my idol),1203,tweet,1
Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue,1204,tweet,1
India should now react to the uri attack..... ,1205,tweet,1
"@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.",1206,tweet,1
I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,1207,tweet,1
This uber driver TRIED it with me &amp; he'll feel my wrath,1208,tweet,1
@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,1209,tweet,1
@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting,1210,tweet,1
@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,1211,tweet,1
I don't ever know how to change the vibe once it's ruined. Is that considered holding a grudge? 😅,1212,tweet,1
Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem  #garbage #oreillyfactor,1213,tweet,1
Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??,1214,tweet,1
"Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'",1215,tweet,1
@GroovyBruce @larsrjs44 @AshvsEvilDead the 'groovier' part is an affront to common decency. No way @VancityReynolds agrees.,1216,tweet,1
"@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us",1217,tweet,1
"Last night, the Rev. Dr. Earl Johnson spoke to Wake Progressive #Democrats on transforming #moral #outrage into effective political #action.",1218,tweet,1
@RoyEnglish roy as fiery,1219,tweet,1
the world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards &amp; invigorate raging self defense mechanisms,1220,tweet,1
"Dropped my phone in the sink earlier.No sound, but everythin else works.Prepared myself for life without music until I put my earphones in",1221,tweet,1
You boys dint know the game am I the game... life after death... better chose and know who side you on before my wrath does come upon us😤😤😤,1222,tweet,1
@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! #bully,1223,tweet,1
Inquiries into alleged abuses by UK troops in Afghanistan and Iraq and data suggesting a buoyant post-Brexit economy makes the front pages.,1224,tweet,1
@TheZantarin Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn.,1225,tweet,1
S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait🙃,1226,tweet,1
People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. #angry #stop,1227,tweet,1
i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are dry.,1228,tweet,1
@Jen_ny69 People will always get offended everyone's situation is different! Just because we have kids doesn't mean we have to settle,1229,tweet,1
"He accusd India of HR violations in Kashmir BUT refusd to name India's role in fomenting terror in Pakistan through TTP, BLA &amp; MQM.shame #ZH",1230,tweet,1
It's way too hard not to get discouraged.,1231,tweet,1
@JaredWyand Maybe if it was transgender the media would cover it #outrage,1232,tweet,1
Since the 'update' my @iPhone loses power nearly 40% faster. ,1233,tweet,1
@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 ,1234,tweet,1
Soooo badly want to dye my hair dark but have never been dark before soooo torn 😭😭😭,1235,tweet,1
@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness ,1236,tweet,1
Brad Pitt being investigated for child abuse?! this all just got really #dark,1237,tweet,1
"@healeyraine I'm offended, I actually am",1238,tweet,1
"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood ",1239,tweet,1
Gaaaaaaaad! Should have stayed in London!,1240,tweet,1
@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk,1241,tweet,1
@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,1242,tweet,1
"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18 #bitter  #shouldofVotedforNicole",1243,tweet,1
I came to work for no reason 😩🔫\nI could've stayed in bed,1244,tweet,1
*Sigh* #depression #saddness #afterellen #shitsucks,1245,tweet,1
@_MariaPetrova should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean #bully  #stoppickingonwomen,1246,tweet,1
"@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat",1247,tweet,1
F'n morons u23 SMFH can't just be lackadaisical,1248,tweet,1
"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. ",1249,tweet,1
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? ",1250,tweet,1
Awake at 5.30am with a seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge and I'm in uni soon! #grim,1251,tweet,1
I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh,1252,tweet,1
Eat my ass' is no longer an insult,1253,tweet,1
@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted,1254,tweet,1
Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race,1255,tweet,1
Rojo is shocking.......absolutely shocking !!!,1256,tweet,1
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a #delight #party #fail #letdown,1257,tweet,1
"@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is",1258,tweet,1
My little sister sure can hold a grudge 😂😂😂,1259,tweet,1
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, ",1260,tweet,1
@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive,1261,tweet,1
".@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! #shocking",1262,tweet,1
"Hey @PapaJohnsUK I've been charged £40.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!! ",1263,tweet,1
Forgot to eat dinner and now I'm furious with everything and everyone,1264,tweet,1
Constantly fucking boiling and it's not ok,1265,tweet,1
Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer ,1266,tweet,1
@TheOneSoleShoe You're doing a terrible job exemplifying the values you espouse. Yesterday you lamented losing a generation of voters...,1267,tweet,1
@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! ,1268,tweet,1
"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT)  #TRUMP #FAIL",1269,tweet,1
Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k ?,1270,tweet,1
"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",1271,tweet,1
@simondawkins23 @Titchlar81 clicked the wrong side was fuming 😭,1272,tweet,1
@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate,1273,tweet,1
@danhirtle @Bell Another unhappy customer.  #secreteyes,1274,tweet,1
@StrangeFacesLA why doesn't this account follow me ,1275,tweet,1
@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈  #soreloser,1276,tweet,1
@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job,1277,tweet,1
@1BearTruth standard bitter response .... how's it feel to be the small club in a big city,1278,tweet,1
The #Texans should never play a prime time game again...this is #awful #TNF,1279,tweet,1
No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,1280,tweet,1
Think I really broke young bull hurt 😂😂😭😭 u can tell by how bitter and mad he is 😊😊😩😩,1281,tweet,1
I got a short fuse when im sober.,1282,tweet,1
@ankitaverma45 @honey5991 rejoicing over someone's sadness is bad but when #Karma  is cencerned then definitely some people deserve it..,1283,tweet,1
Doesn't it just suck when you're so real to someone and try to exhilarate every ounce out of them to only see that they're not down,1284,tweet,1
Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice,1285,tweet,1
@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.,1286,tweet,1
@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry,1287,tweet,1
@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer,1288,tweet,1
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible,1289,tweet,1
"But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick",1290,tweet,1
"@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??",1291,tweet,1
"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",1292,tweet,1
"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",1293,tweet,1
"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",1294,tweet,1
@everycolorbot more like every color looks the same #triggered #colorblind ,1295,tweet,1
